book,chapter,verse,text_Tagalog,text_Cebuano
Genesis,39,2,"Ang Panginoon ay naging kasama ni Jose, at siya'y naging lalaking maunlad. Siya'y nasa bahay ng kanyang among taga-Ehipto.",Ang Ginoo nag-uban kang Jose ug siya nahimong tawo nga malamposon ug didto siya sa balay sa iyang agalon nga Ehiptohanon.
Genesis,39,3,"Nakita ng kanyang amo na ang Panginoon ay kasama niya, at ang lahat ng ginagawa ni Jose ay umuunlad sa kanyang kamay.",Ug nakita sa iyang agalon nga ang Ginoo nag-uban kaniya ug gipauswag sa Ginoo ang tanan nga gibuhat sa iyang kamot.
Genesis,39,4,Kaya't nakatagpo si Jose ng biyaya sa paningin niya at ginawa niyang kanyang katulong. Ipinamahala niya kay Jose ang bahay niya at ang lahat niyang pag-aari ay inilagay sa kanyang pangangasiwa.,Busa si Jose nakapahimuot sa iyang panan-aw ug siya nag-alagad kaniya ug gihimo siya nga tinugyanan sa iyang balay ug gitugyan kaniya ang tanan niyang katigayonan.
Genesis,39,5,"Mula nang panahon na si Jose ay pamahalain sa kanyang bahay at sa lahat ng kanyang pag-aari, pinagpala ng Panginoon ang bahay ng taga-Ehipto. Ang pagpapala ng Panginoon ay dumating sa lahat ng kanyang pag-aari, sa bahay at sa parang.","Ug sukad sa pagkahimo niya nga tinugyanan sa iyang balay ug sa tanan niyang katigayonan, gipanalanginan sa Ginoo ang balay sa Ehiptohanon tungod kang Jose. Ug ang panalangin sa Ginoo diha sa tanan niyang katigayonan, sa balay ug sa uma."
Genesis,39,6,"Kaya't ipinamahala niya ang lahat niyang pag-aari sa kamay ni Jose, at hindi siya nakikialam sa anumang bagay maliban sa tinapay na kanyang kinakain. Si Jose ay matipuno at makisig na lalaki.",Busa iyang gitugyan ang tanan niyang katigayonan diha kang Jose. Ug wala na siya mabalaka sa bisan unsa gawas sa pagkaon nga iyang gikaon. Ug si Jose ambongan ug maayo ug barog.
Genesis,39,7,"Pagkatapos ng mga bagay na ito, tinitigan si Jose ng asawa ng kanyang panginoon at sinabi, “Sipingan mo ako.”","Ug sa paglabay sa panahon, ang asawa sa iyang agalon mipasiplat kang Jose ug siya miingon, “Pakigdulog kanako.”"
Genesis,39,8,"Subalit siya'y tumanggi at sinabi niya sa asawa ng kanyang panginoon, “Tingnan mo, ang aking panginoon ay hindi nakikialam sa akin tungkol sa anumang bagay na nasa bahay, at lahat ng kanyang pag-aari ay ipinamahala sa aking kamay.","Apan siya mibalibad ug miingon sa asawa sa iyang agalon, “Tan-awa, ingon nga ania ako, ang akong agalon wala na mabalaka sa mga gisalig niya kanako dinhi sa balay ug gibutang niya sa akong kamot ang tanan nga iyang kaugalingon."
Genesis,39,9,"Walang sinumang dakila kaysa akin sa bahay na ito; walang anumang bagay ang ipinagkait sa akin, maliban sa iyo, sapagkat ikaw ay kanyang asawa. Paano ngang magagawa ko itong malaking kasamaan at kasalanan laban sa Diyos?”","Siya dili labaw kanako niining balaya ug walay bisan unsa nga butang nga iyang gihikaw kanako gawas kanimo, kay ikaw mao ang iyang asawa. Busa unsaon nako paghimo niining dakong pagkadaotan ug sala batok sa Dios?”"
Genesis,39,10,"Kahit nakikiusap siya kay Jose araw-araw, ay hindi siya pumayag na siya'y sumiping o makisama sa kanya.","Busa bisan ug nagsulti siya kang Jose matag adlaw, siya wala mamati kaniya aron makigdulog kaniya o mouban kaniya."
Genesis,39,11,"Subalit isang araw, nang siya'y pumasok sa bahay upang gawin ang kanyang gawain at walang sinumang tao sa bahay,","Apan usa ka adlaw niana, sa dihang misulod siya sa balay aron sa pagbuhat sa iyang katungdanan ug walay bisan usa sa mga tawo sa balay nga didto sa sulod sa balay,"
Genesis,39,12,"siya'y pinigilan niya sa pamamagitan ng kanyang suot, na sinasabi, “Sipingan mo ako!” Subalit naiwan ni Jose ang kanyang suot sa kamay niya, at siya'y tumakas papalabas ng bahay.","ang iyang agalon nga babaye migunit sa iyang bisti ug miingon, “Pakigdulog kanako.” Apan gibiyaan ni Jose ang iyang bisti diha sa mga kamot sa agalon nga babaye ug miikyas siya ug migawas sa balay."
Genesis,39,13,"Nang makita niyang naiwan ang kanyang suot sa kamay niya at tumakas sa labas ng bahay,","Ug sa dihang nakita niya nga gibiyaan ni Jose ang iyang bisti sa iyang mga kamot ug miikyas ngadto sa gawas sa balay,"
Genesis,39,14,"siya'y tumawag ng mga tao sa kanyang bahay, at sinabi sa kanila, “Tingnan ninyo, ang aking asawa ay nagdala sa atin ng isang Hebreo upang tayo'y tuyain. Pinasok niya ako upang ako'y sipingan, at ako'y nagsisigaw nang malakas.","gitawag niya ang mga lalaki sa iyang balay ug siya miingon kanila, “Tan-awa, gidad-an kita niya ug usa ka Hebreo aron sa pagpasipala kanato. Siya misulod nganhi kanako sa pagpakigdulog kanako ug ako misinggit ug kusog."
Genesis,39,15,"Nang marinig niyang ako'y nagtaas ng tinig at nagsisigaw, naiwan niya ang kanyang suot sa aking tabi at tumakas, at lumabas ng bahay.”","Ug sa pagkadungog niya nga gipatugbaw nako ang akong tingog ug misinggit, gibiyaan niya kanako ang iyang bisti ug miikyas siya ug migawas.”"
Genesis,39,16,Pagkatapos ay iningatan niya ang kasuotan ni Jose hanggang sa pagdating ng kanyang amo sa kanyang bahay.,Unya gitagoan niya ang bisti ni Jose hangtod nga miabot si Potifar sa iyang balay.
Genesis,39,17,"Sinabi niya sa kanya ang mga salita ring ito, na sinasabi, “Pinasok ako ng aliping Hebreo na iyong dinala sa atin, upang tuyain ako.","Ug iyang gisugilon kang Potiphar ang mao gihapong sugilanon, “Ang ulipon nga Hebreo nga imong gidala dinhi kanamo misulod nganhi kanako aron sa pagpasipala kanako."
Genesis,39,18,"Nang nagtaas ako ng aking tinig at ako'y nagsisigaw, kanyang naiwan ang suot niya sa aking tabi at tumakas na papalabas.”","Apan sa dihang mipatugbaw ako sa akong tingog ug misinggit, gibiyaan niya ang iyang bisti kanako, ug miikyas siya ngadto sa gawas.”"
Genesis,39,19,"Nang marinig ng kanyang amo ang mga sinabi ng kanyang asawa, na sinasabi, “Ganito ang ginawa sa akin ng iyong alipin;” ay nag-alab ang kanyang galit. Si Jose ay Ibinilanggo","Sa diha nga ang iyang agalon nakadungog sa mga pulong nga gisulti sa iyang asawa kaniya, “Mao kini ang gihimo kanako sa imong ulipon,” misilaob ang iyang kasuko."
Genesis,39,20,"Kinuha si Jose ng kanyang panginoon at inilagay sa bilangguan, sa lugar na pinagkukulungan ng mga bilanggo ng hari.","Ug si Jose gikuha sa iyang agalon ug gibalhog sa bilanggoan, sa dapit diin didto gibilanggo ang mga binilanggo sa hari, ug siya didto sa bilanggoan."
Genesis,39,21,"Subalit kasama ni Jose ang Panginoon at nagpakita sa kanya ng tapat na pag-ibig, at pinagkalooban siya ng biyaya sa paningin ng bantay sa bilangguan.",Apan ang Ginoo nag-uban kang Jose ug nagpakita kaniya sa gugmang walay paglubad ug gihimo siya nga mahimut-an sa panan-aw sa tinugyanan sa bilanggoan.
Genesis,39,22,Ipinamahala ng bantay sa bilangguan sa pangangalaga ni Jose ang lahat na mga bilanggo na nasa bilangguan; at anumang ginagawa nila roon ay siya ang gumagawa.,"Ug ang tinugyanan sa bilanggoan mitugyan ngadto sa kamot ni Jose sa tanan nga mga binilanggo nga diha sa bilanggoan, ug ang tanan nga ilang gibuhat didto, siya mao ang nagpasiugda niini."
Genesis,39,23,Hindi pinakialaman ng bantay sa bilangguan ang anumang bagay na nasa pamamahala ni Jose sapagkat ang Panginoon ay kasama niya. Anumang kanyang ginagawa ay pinagpapala ng Panginoon .,"Ang tinugyanan sa bilanggoan wala magtagad sa bisan unsang butang nga diha sa mga kamot ni Jose kay ang Ginoo nag-uban kaniya, ang bisan unsa nga iyang gibuhat gipauswag sa Ginoo ."
Genesis,40,1,"Pagkatapos ng mga bagay na ito, ang katiwala ng kopa ng hari at ang kanyang panadero ay nagkasala laban sa kanilang panginoon na hari ng Ehipto.","Wala madugay human niini, ang tig-andam sa bino sa hari sa Ehipto, ug ang iyang panadero nakapasuko sa ilang agalon nga hari sa Ehipto."
Genesis,40,2,"Nagalit ang Faraon laban sa kanyang dalawang tagapamahala, sa puno ng mga katiwala ng kopa at sa puno ng mga panadero.","Ug nasuko ang Paraon batok sa iyang duha ka tinugyanan, sa pangulo sa mga tig-andam sa bino ug sa pangulo sa mga panadero."
Genesis,40,3,"Sila'y ibinilanggo sa bahay ng kapitan ng bantay, sa bilangguang kinapipiitan ni Jose.","Ug gipabantayan niya sila didto sa balay sa kapitan sa mga bantay, didto sa bilanggoan diin si Jose nabilanggo."
Genesis,40,4,Si Jose ay inatasan ng kapitan ng bantay na mamahala sa kanila at sila'y kanyang pinaglingkuran. Sila'y nasa bilangguan nang maraming mga araw.,Ug ang kapitan sa mga bantay mitugyan kanila ngadto kang Jose ug siya miatiman kanila ug sila nagpadayon nga binilanggo sulod sa pipila ka adlaw.
Genesis,40,5,"Isang gabi, ang katiwala ng kopa at ang panadero ng hari sa Ehipto na nasa bilangguan ay kapwa nanaginip, at ang bawat panaginip ay may kanya-kanyang kahulugan.","Unya usa ka gabii niana, silang duha nagdamgo, ang tig-andam sa bino ug ang panadero nga nabilanggo didto sa bilanggoan, ang matag usa sa iyang damgo ug ang matag damgo may kaugalingong kahulogan."
Genesis,40,6,"Kinaumagahan, dumating si Jose sa kanila. Siya'y tumingin sa kanila at nakita niyang sila'y balisa.","Sa pagsulod ni Jose ngadto kanila sa pagkabuntag aron sa pagtan-aw kanila, nakita niya nga nagsubo sila."
Genesis,40,7,"Kaya't tinanong niya ang mga tagapamahala ng Faraon na mga kasama niya sa bilangguan sa bahay ng kanyang panginoon, “Bakit balisa kayo ngayon?”","Busa nangutana siya sa mga tinugyanan sa Paraon nga kauban niya sa bilanggoan didto sa balay sa iyang agalon, “Nganong nasubo man ang inyong mga nawong karon?”"
Genesis,40,8,"Kanilang sinabi sa kanya, “Kami ay nanaginip at walang sinumang makapagpaliwanag.” Sinabi sa kanila ni Jose, “Hindi ba mula sa Diyos ang mga paliwanag? Sabihin ninyo sa akin.”","Ug sila miingon kaniya, “Nagdamgo kaming duha ug walay usa nga makahubad.” Ug si Jose miingon kanila, “Dili ba iya sa Dios ang paghubad sa kahulogan? Palihog isugilon kini kanako.”"
Genesis,40,9,"Kaya't isinalaysay ng puno ng mga katiwala ng kopa ang kanyang panaginip kay Jose at sinabi sa kanya, “Sa aking panaginip ay may isang puno ng ubas sa aking harapan.","Busa ang pangulo sa mga tig-andam ug bino misugilon kang Jose sa iyang damgo ug miingon kaniya, “Sa akong damgo, dihay usa ka punoan sa paras sa akong atubangan."
Genesis,40,10,"Sa puno ng ubas ay may tatlong sanga. Sa pagsipot ng dahon nito, ito ay namulaklak at ang mga buwig niyon ay naging mga ubas na hinog.","Ug sa punoan sa paras dihay tulo ka sanga ug sa dihang kini namutot, ang mga bulak niini namuklad, ug ang iyang mga pinungpong nga bunga nahimong mga hinog nga paras."
Genesis,40,11,"Ang kopa ng Faraon ay nasa aking kamay; at kinuha ko ang mga ubas at aking piniga ang mga ito sa kopa ng Faraon, at ibinigay ko ang kopa sa kamay ng Faraon.”",Ug ang kupa sa Paraon diha sa akong kamot ug gikuha nako ang mga paras ug gipuga kini sa kupa sa Paraon ug gitunol nako ang kupa ngadto sa kamot sa Paraon.”
Genesis,40,12,"At sinabi ni Jose sa kanya, “Ito ang kahulugan niyon: ang tatlong sanga ay tatlong araw.","Unya si Jose miingon kaniya, “Mao kini ang kahulogan sa imong damgo, ang tulo ka sanga nagkahulogan ug tulo ka adlaw."
Genesis,40,13,"Sa loob ng tatlong araw ay itataas ng Faraon ang iyong ulo, at ibabalik ka sa iyong katungkulan, at ibibigay mo ang kopa ni Faraon sa kanyang kamay, gaya ng karaniwang dati mong ginagawa nang ikaw ay kanyang katiwala.","Human sa tulo ka adlaw bayawon sa Paraon ang imong ulo ug ikaw mahiuli sa imong buluhaton ug magtunol ikaw sa Paraon sa kupa, sama sa gibuhat nimo kaniadto sa diha nga ikaw tig-andam pa sa iyang kupa."
Genesis,40,14,"Subalit alalahanin mo ako kapag ikaw ay napabuti na, at hinihiling ko sa iyo na gumawa ka ng mabuti sa akin, at banggitin mo ako sa Faraon, at ako'y ilabas mo sa bahay na ito.","Apan hinumdomi unya ako sa dihang maayo na ang imong kahimtang, ug naghangyo ako kanimo nga kaluy-an nimo ako ug isugilon nimo ako sa Paraon aron ako makuha gikan niining balaya."
Genesis,40,15,"Ako'y tunay na ninakaw sa lupain ng mga Hebreo, at dito naman ay wala akong ginagawang anuman upang ako'y ilagay nila sa bilangguan.”","Kay sa pagkatinuod, gikawat ako gikan sa yuta sa mga Hebreo, ug dinhi usab wala akoy nahimo nga kinahanglan ila akong bilanggoon.”"
Genesis,40,16,"Nang makita ng puno ng mga panadero na ang kahulugan ay mabuti ay sinabi niya kay Jose, “Ako'y nanaginip din, at may tatlong kaing ng maputing tinapay ang nasa ibabaw ng aking ulo.","Sa dihang nakita sa pangulo sa mga panadero nga ang hubad sa damgo maayo, siya miingon kang Jose, “Ako usab nagdamgo, dihay tulo ka bukag nga torta sa ibabaw sa akong ulo."
Genesis,40,17,Sa ibabaw ng kaing ay naroon ang lahat ng uri ng pagkain para sa Faraon. Subalit ito ay kinakain ng mga ibon mula sa kaing na nasa ibabaw ng aking ulo.”,Ug diha sa kinaibabwan nga bukag gibutang ang tanang matang sa linuto nga pagkaon alang sa Paraon apan ang mga langgam mikaon niini gikan sa bukag nga diha sa ibabaw sa akong ulo.”
Genesis,40,18,"Si Jose ay sumagot, “Ito ang kahulugan niyon: ang tatlong kaing ay tatlong araw.","Unya mitubag si Jose, “Kini mao ang kahulogan niini, ang tulo ka bukag mao ang tulo ka adlaw."
Genesis,40,19,"Sa loob ng tatlong araw ay itataas ng Faraon ang iyong ulo, at ibibitin ka sa isang punungkahoy, at kakainin ng mga ibon ang iyong laman.”",Human sa tulo ka adlaw punggoton sa Paraon ang imong ulo gikan kanimo ug ikaw ipabitay niya sa usa ka kahoy ug ang mga langgam mangaon sa imong unod gikan kanimo.”
Genesis,40,20,"Nang ikatlong araw, na siyang kapanganakan ng Faraon, gumawa siya ng isang handaan para sa lahat ng kanyang mga lingkod. Ipinatawag niya ang puno ng mga katiwala ng kopa, at ang puno ng mga panadero.","Sa ikatulo nga adlaw, ang adlawng natawhan sa Paraon, naghimo siya ug kombira alang sa tanan niyang mga alagad. Ug gibayaw niya ang ulo sa pangulo sa mga tig-andam sa bino, ug ang ulo sa pangulo sa mga panadero, atubangan sa tanan niyang mga alagad."
Genesis,40,21,"At ibinalik niya ang puno ng mga katiwala ng kopa sa kanyang pagiging katiwala ng kopa, at ibinigay niya ang kopa sa kamay ng Faraon.",Iyang gipabalik sa iyang katungdanan ang pangulo sa mga tig-andam sa bino ug gihatag kaniya ang kupa ngadto sa kamot sa Paraon.
Genesis,40,22,"Subalit ang puno ng mga panadero ay ibinitin niya, gaya ng ipinakahulugan sa kanila ni Jose.","Apan iyang gipabitay ang pangulo sa mga panadero, ingon sa gihubad ni Jose kanila."
Genesis,40,23,"Gayunma'y hindi na naalala si Jose ng puno ng mga katiwala ng kopa, kundi nakalimutan siya.","Apan ang pangulo sa mga tig-andam sa bino wala mahinumdom kang Jose, hinuon nalimot kaniya."
Genesis,41,1,"Sa katapusan ng dalawang taon, ang Faraon ay nanaginip na siya'y nakatayo sa tabi ng Nilo.","Human sa duha ka tuig, nagdamgo ang Paraon nga nagtindog siya sa daplin sa suba sa Nilo."
Genesis,41,2,May umahon sa ilog na pitong bakang magaganda ang anyo at matataba at ang mga ito ay kumain ng damo.,Nakita niya nga gikan sa suba sa Nilo mikawas ang pito ka baka nga nindot ug dagway ug tambok kaayo ug nanibsib sila sa kasagbotan.
Genesis,41,3,"Pagkatapos nito, sa likuran ng mga ito ay may pito pang ibang mga baka na umahon sa ilog na mga pangit ang anyo at payat; at sila ay nagsihinto sa tabi ng mga unang baka sa pampang ng ilog.","Unya dihay laing pito ka baka nga mikawas gikan sa suba sa Nilo sunod kanila, ngil-ad ang ilang dagway ug niwang kaayo ug mibarog sila duol sa mga nindot nga baka didto sa daplin sa suba sa Nilo."
Genesis,41,4,Ang pitong bakang magaganda ang anyo at matataba ay kinain ng mga bakang pangit ang anyo at payat. At nagising ang Faraon.,"Ug ang mga baka nga ngil-ad ug dagway ug niwang, mikaon sa pito ka baka nga nindot ug tambok. Ug nakamata ang Paraon."
Genesis,41,5,Siya'y natulog at nanaginip sa ikalawang pagkakataon; mula sa iisang tangkay ay umusbong ang pitong uhay na mabibintog at malulusog.,Ug nakatulog siya pagbalik ug nagdamgo sa ikaduhang higayon. Nakita niya nga dihay pito ka himsog ug bus-ok nga uhay nga mitubo sa usa ka punoan.
Genesis,41,6,"Pagkatapos nito, pitong uhay na payat at tinuyo ng hanging silangan ang tumubong kasunod ng mga iyon.",Unya sunod niini dihay mitubo nga pito ka uhay nga niwang ug lawos tungod sa hangin sa silangan.
Genesis,41,7,"Nilamon ng mga uhay na payat ang pitong uhay na mabibintog at malulusog. Nagising ang Faraon, at iyon ay isang panaginip.","Ug ang pito ka uhay nga niwang mikaon sa pito ka uhay nga himsog ug bus-ok. Ug nakamata ang Paraon, ug kadto usa ka damgo."
Genesis,41,8,"Kinaumagahan, ang kanyang diwa ay nabagabag at siya'y nagpasugo at ipinatawag ang lahat ng salamangkero at mga pantas sa Ehipto. Isinalaysay ng Faraon sa kanila ang kanyang panaginip, subalit walang makapagpaliwanag sa Faraon.",Busa sa pagkabuntag nahasol ang iyang espiritu ug nagsugo siya ug gipatawag niya ang tanan nga mga tigsalamangka sa Ehipto ug ang tanan niya nga mga maalamong tawo. Ug ang Paraon misugilon kanila sa iyang mga damgo apan walay bisan kinsa nga nakahubad sa kahulogan niini ngadto sa Paraon.
Genesis,41,9,"Nang magkagayon ay nagsalita sa Faraon ang puno ng mga katiwala ng kopa na sinasabi, “Naaalala ko sa araw na ito ang aking pagkakasala.","Unya ang pangulo sa mga tig-andam sa bino miingon sa Paraon, “Nahinumdom ako karong adlawa sa akong mga sayop."
Genesis,41,10,"Nang ang Faraon ay nagalit sa kanyang mga lingkod, ibinilanggo niya ako sa bahay ng kapitan ng bantay, ako at ang puno ng mga panadero.","Sa diha nga ang Paraon nasuko sa iyang mga alagad ug ako ug ang pangulo sa mga panadero gibalhog niya sa bilanggoan sa balay sa kapitan sa mga bantay,"
Genesis,41,11,"Isang gabi, kami ay nanaginip, siya at ako. Kami ay nagkaroon ng kanya-kanyang panaginip na may kanya-kanyang kahulugan.","nagdamgo kami sa maong gabii, siya ug ako, ang matag usa nagdamgo nga may kaugalingon nga mga kahulogan."
Genesis,41,12,"Doon ay kasama namin ang isang binata, isang Hebreo, na alipin ng kapitan ng bantay. Nang sabihin namin sa kanya ay ipinaliwanag niya sa amin ang aming panaginip; ipinaliwanag niya ang kahulugan ayon sa panaginip ng bawat isa sa amin.",Ug uban kanamo didto ang usa ka batan-ong Hebreo nga sulugoon sa kapitan sa mga bantay. Ug siya gisuginlan namo niini ug siya mihubad sa kahulogan sa among mga damgo. Sa matag usa kanamo gihubad niya ang kahulogan.
Genesis,41,13,"At nangyari nga sa amin ang ayon sa kanyang ipinaliwanag sa amin; ako'y ibinalik sa aking katungkulan, at ang panadero ay ipinabitay.”","Ug nahitabo nga natuman kini sumala sa gihubad kanamo, gipabalik ako sa akong katungdanan ug gipabitay ang panadero.”"
Genesis,41,14,"Kaya't nagpasugo ang Faraon at ipinatawag si Jose, at madali siyang inilabas sa bilangguan. At nang siya'y makapag-ahit at makapagpalit ng damit ay pumunta sa Faraon.","Unya ang Paraon nagsugo ug gipatawag niya si Jose. Ug dali siya nga gipagula nila gikan sa bilanggoan. Ug human siya makapamalbas ug makailis sa iyang mga bisti, miadto siya sa Paraon."
Genesis,41,15,"At sinabi ng Faraon kay Jose, “Ako'y nanaginip at walang makapagpaliwanag nito. Nabalitaan ko na pagkarinig mo ng isang panaginip ay naipapaliwanag mo.”","Ug ang Paraon miingon kang Jose, “Ako nagdamgo ug walay bisan usa nga makahubad sa kahulogan niini. Nakadungog ako ug balita mahitungod kanimo, nga kon ikaw makadungog ug mga damgo, makahimo ikaw sa paghubad sa kahulogan niini.”"
Genesis,41,16,"Sumagot si Jose sa Faraon, na sinasabi, “Hindi ako, ang Diyos ang sasagot sa kapayapaan ng Faraon.”","Ug si Jose mitubag sa Paraon, “Wala kini kanako, ang Dios mao ang maghatag sa maayo nga tubag ngadto sa Paraon.”"
Genesis,41,17,"Pagkatapos ay sinabi ng Faraon kay Jose, “Sa aking panaginip ay nakatayo ako sa pampang ng Nilo;","Unya ang Paraon miingon kang Jose, “Sa akong damgo, nagtindog ako sa daplin sa suba."
Genesis,41,18,"may umahon sa ilog na pitong bakang matataba at magaganda ang anyo, at kumain ng damo.",Mikawas gikan sa suba ang pito ka baka nga tambok ug nindot ug dagway ug sila nanibsib sa kasagbotan.
Genesis,41,19,"Pagkatapos nito, may ibang pitong baka na nagsiahon sa likuran nila, mga payat, at napakapangit ang anyo, at payat na kailanma'y hindi ako nakakita sa buong lupain ng Ehipto ng kagaya ng mga iyon sa kapangitan.","Ug dihay laing pito ka baka nga mikawas sunod kanila, daot, ngil-ad ug niwang kaayo. Sukad wala pa ako makakita ug sama niini ka ngil-ad sa tibuok nga yuta sa Ehipto."
Genesis,41,20,Kinain ng mga bakang payat at pangit ang pitong nauunang bakang matataba.,Ug ang mga baka nga niwang ug ngil-ad mikaon sa unang pito ka baka nga tambok.
Genesis,41,21,Nang makain na nila ang mga iyon ay walang makapagsasabi na kinain nila ang mga iyon sapagkat ang kanilang anyo ay pangit ding gaya ng una. At nagising ako.,"Ug sa nakaon na nila sila, dili mailhan nga nakakaon sila niini kay ngil-ad man gihapon sila sama sa sinugdan. Niana nakamata ako."
Genesis,41,22,"Nakakita rin ako sa aking panaginip ng pitong uhay na umuusbong sa isang tangkay, mabibintog at malulusog;",Unya nakita nako sa akong damgo nga dihay pito ka uhay nga himsog ug bus-ok nga mibuswak gikan sa usa ka punoan.
Genesis,41,23,"at pitong uhay na lanta, payat at tinuyo ng hanging silangan ang umuusbong na kasunod ng mga iyon.","Ug dihay laing pito ka uhay nga kuyos, daot ug nalawos tungod sa hangin sa silangan, nga mibuswak sunod niini."
Genesis,41,24,"Nilamon ng mga uhay na lanta ang pitong uhay na mabibintog. Isinalaysay ko ito sa mga salamangkero, subalit walang makapagpaliwanag ng kahulugan niyon sa akin.”",Ug ang mga uhay nga niwang mikaon sa pito ka uhay nga nindot. Gisugilon ko kini sa mga maalamon apan walay usa nga makahubad sa kahulogan niini ngari kanako.”
Genesis,41,25,"Kaya't sinabi ni Jose sa Faraon, “Ang panaginip ng Faraon ay iisa; ipinakita ng Diyos sa Faraon ang malapit na niyang gawin.","Unya si Jose miingon sa Paraon, “Ang damgo sa Paraon usa lamang. Ang Dios nagpadayag ngadto sa Paraon sa angay niyang buhaton."
Genesis,41,26,Ang pitong malulusog na baka ay pitong taon; at ang pitong mabibintog na uhay ay pitong taon. Ito ay iisang panaginip.,Ang pito ka baka nga nindot nagkahulogan ug pito ka tuig ug ang mga uhay nga nindot nagkahulogan ug pito ka tuig; ang damgo usa lamang.
Genesis,41,27,"At ang pitong payat at pangit na baka na umahong kasunod ng mga iyon ay pitong taon, gayundin ang pitong uhay na tinuyo ng hanging silangan; ang mga iyon ay pitong taong taggutom.","Ug ang pito ka baka nga niwang ug ngil-ad nga mikawas sunod niini nagkahulogan ug pito ka tuig, ug ang pito ka uhay nga walay unod ug nalawos tungod sa hangin sa silangan nagkahulogan ug pito ka tuig nga gutom."
Genesis,41,28,Ito ang aking sinabi sa Faraon. Ang malapit nang gawin ng Diyos ay ipinaalam niya sa Faraon.,"Sama sa ako nang gisulti sa Paraon, ang Dios nagpadayag sa Paraon sa angay niyang buhaton."
Genesis,41,29,Magkakaroon ng pitong taong kasaganaan sa buong lupain ng Ehipto.,Moabot ang pito ka tuig sa dakong kadagaya sa tibuok nga yuta sa Ehipto.
Genesis,41,30,"Pagkatapos ng mga iyon, magkakaroon ng pitong taong taggutom at ang lahat ng kasaganaan sa lupain ng Ehipto ay malilimutan at sasalantain ng taggutom ang lupain.",Apan human niana moabot ang pito ka tuig nga gutom ug ang tanan nga kadagaya malimtan sa yuta sa Ehipto ug ang gutom mout-ot sa yuta.
Genesis,41,31,Ang kasaganaan sa lupain ay hindi maaalala dahil sa taggutom na susunod; sapagkat ito'y magiging napakatindi.,Ug kadtong kadagaya dili na mahinumdoman tungod sa gutom nga mosunod nga hilabihan gayod.
Genesis,41,32,"Tungkol sa pag-uulit ng panaginip sa Faraon na makalawa, ito ay nangangahulugan na ang bagay ay itinatag ng Diyos, at iyon ay madali nang gawin ng Diyos.",Ug tungod niini ang damgo gihimo sa makaduha nganha sa Paraon tungod kay ang maong butang gitakda sa Dios ug nga ang Dios maghimo niini sa dili madugay.
Genesis,41,33,Ngayon nga'y pahanapin ang Faraon ng isang taong matalino at pantas at pamahalain siya sa lupain ng Ehipto.,"Busa, mangita karon ang Paraon ug usa ka tawo nga buotan ug maalamon ug ipahimutang siya ibabaw sa yuta sa Ehipto."
Genesis,41,34,"Gawin ng Faraon na maglagay ng mga tagapamahala sa lupain, at kunin ang ikalimang bahagi ng bunga ng lupain ng Ehipto sa loob ng pitong taong kasaganaan.",Buhaton kini sa Paraon ug magpahiluna usab siya ug mga piniyalan ibabaw sa kayutaan ug sila magkuha sa ikalima nga bahin sa mga abot sa yuta sa Ehipto sulod sa pito ka tuig nga kadagaya.
Genesis,41,35,"Tipunin nilang lahat ang mga pagkain nitong dumarating na masasaganang taon, at ikamalig ang mga trigo sa ilalim ng kamay ng Faraon, bilang pagkain sa mga bayan, at itabi ang mga ito.","Ug ipatigom nila ang tanan nga makaon niining maayong mga tuig nga moabot, ug ang trigo nga moabot tigomon nila ubos sa pagbuot sa Paraon alang sa pagkaon sa kalungsoran ug kini patipigan nimo kanila."
Genesis,41,36,"Ang pagkain ay maging laan para sa lupain sa pitong taong taggutom na mangyayari sa lupain ng Ehipto, upang huwag mapuksa ang lupain dahil sa taggutom.” Ginawa si Jose na Tagapamahala ng Ehipto","Ug ang pagkaon andamon alang sa kayutaan, tagana sa pito ka tuig nga gutom nga mahitabo sa yuta sa Ehipto aron ang yuta dili maut-ot tungod sa gutom.”"
Genesis,41,37,Ang mungkahi ay ikinatuwa ng Faraon at ng kanyang mga lingkod.,Ang maong sugyot nakapahimuot sa Paraon ug sa tanan niyang mga alagad.
Genesis,41,38,"Kaya't sinabi ng Faraon sa kanyang mga lingkod, “Makakakita kaya tayo ng isang taong kagaya nito, na kinakasihan ng espiritu ng Diyos?”","Ug ang Paraon nag-ingon sa iyang mga alagad, “Makakaplag ba kaha kita ug usa ka tawo nga sama niini, nga kaniya anaa ang Espiritu sa Dios?”"
Genesis,41,39,"Sinabi ng Faraon kay Jose, “Yamang itinuro sa iyo ng Diyos ang lahat ng ito, ay walang matalino o pantas na gaya mo.","Busa ang Paraon miingon kang Jose, “Tungod kay ang Dios nagpahibalo kanimo niining tanan, walay si bisan kinsa nga hait ug salabotan ug maalamon nga sama kanimo."
Genesis,41,40,"Ikaw ang magiging pinuno sa aking bahay, at ayon sa iyong salita ay susunod ang aking buong bayan; tanging tungkol lamang sa pagkahari magiging mataas ako kaysa iyo.”","Ikaw magmando sa akong panimalay ug sumala sa imong pulong, dumalahon nimo ang akong tibuok nga katawhan. Sa akong trono lamang nga ako labaw kanimo.”"
Genesis,41,41,"Sinabi ng Faraon kay Jose, “Ikaw ay inatasan ko upang mamahala sa buong lupain ng Ehipto.”","Ug ang Paraon miingon kang Jose, “Tan-awa, gipahiluna ko ikaw ibabaw sa tibuok nga yuta sa Ehipto.”"
