book,chapter,verse,text_Spanish,text_Tagalog
Genesis,43,19,Entonces se acercaron al mayordomo de la casa de José y antes de entrar le dijeron:,Kaya't sila'y lumapit sa katiwala ng bahay ni Jose at kinausap nila sa pintuan ng bahay.
Genesis,43,20,"—Perdón, señor, nosotros ya vinimos antes para comprar alimento;","Sinabi nila, “O panginoon ko, talagang kami ay bumaba noong una upang bumili ng pagkain."
Genesis,43,21,"pero a nuestro regreso, cuando acampamos para pasar la noche, descubrimos que en cada una de nuestras bolsas estaba el dinero que habíamos pagado. Pero lo hemos traído para devolverlo.","Nang dumating kami sa tuluyan, binuksan namin ang aming mga sako, at naroon ang salapi ng bawat isa na nasa ibabaw ng kanya-kanyang sako, ang salapi namin sa tunay nitong timbang; kaya't ito ay muli naming dinala."
Genesis,43,22,También hemos traído más dinero para comprar alimento. ¡No sabemos quién pudo haber puesto el dinero de vuelta en nuestras bolsas!,Nagdala rin kami ng karagdagang salapi upang ibili ng pagkain. Hindi namin nalalaman kung sino ang naglagay ng aming salapi sa aming mga sako.”
Genesis,43,23,"—Está bien, no tengan miedo —contestó aquel hombre—. El Dios de ustedes y de su padre habrá puesto ese tesoro en sus bolsas. A mí me consta que recibí el dinero que ustedes pagaron. El mayordomo llevó a Simeón","Siya'y sumagot, “Huwag kayong mag-alala o matakot man. Ang Diyos ninyo at ang Diyos ng inyong ama ang nagbigay sa inyo ng kayamanang nasa inyong mga sako; tinanggap ko ang inyong salapi.” Pagkatapos ay dinala niya si Simeon sa kanila."
Genesis,43,24,y a todos los hizo pasar a la casa de José. Allí les dio agua para que se lavaran los pies y dio de comer a sus asnos.,"Nang dalhin ng katiwala ang mga lalaki sa bahay ni Jose, at sila'y mabigyan ng tubig, at makapaghugas ng kanilang mga paa, at mabigyan ng pagkain ang kanilang mga asno,"
Genesis,43,25,"Ellos, por su parte, prepararon los regalos, mientras esperaban que José llegara al mediodía, pues habían oído que comerían allí.","ay inihanda nila ang regalo sa pagdating ni Jose sa tanghali, sapagkat kanilang narinig na doon sila magsisikain."
Genesis,43,26,"Cuando José entró en su casa, le entregaron los regalos que habían llevado y se postraron rostro en tierra ante él.","Nang dumating si Jose sa bahay, dinala nila sa kanya ang regalo na dinala nila sa loob ng bahay at sila'y nagpatirapa sa harapan niya."
Genesis,43,27,"José les preguntó cómo estaban y añadió: —¿Cómo está su padre, el anciano del cual me hablaron? ¿Vive todavía?","Kanyang tinanong sila tungkol sa kanilang kalagayan, at sinabi, “Mayroon bang kapayapaan ang inyong ama, ang matanda na inyong sinabi? Buháy pa ba siya?”"
Genesis,43,28,"—Nuestro padre, su siervo, se encuentra bien y todavía vive —respondieron ellos. Enseguida se arrodillaron y se postraron ante él para honrarlo.","Kanilang sinabi, “Mayroong kapayapaan sa iyong lingkod, sa aming ama, siya ay buháy pa.” Sila'y nagsiyuko at nagpatirapa."
Genesis,43,29,"José miró a su alrededor y al ver a Benjamín, su hermano de padre y madre, preguntó: —¿Es este su hermano menor, del cual me habían hablado? ¡Que Dios te bendiga, hijo mío!","Tumingin siya at nakita niya ang kanyang kapatid na si Benjamin, ang anak ng kanyang ina, at kanyang sinabi, “Ito ba ang inyong bunsong kapatid na inyong sinabi sa akin?” Kanyang sinabi, “Pagpalain ka nawa ng Diyos, anak ko.”"
Genesis,43,30,"Conmovido por la presencia de su hermano y no pudiendo contener el llanto, José salió de prisa. Entró en su habitación y allí se echó a llorar.","Pagkatapos ay nagmadaling lumabas si Jose sapagkat nanaig ang kanyang pagmamahal sa kanyang kapatid. Humanap siya ng lugar na maiiyakan, pumasok sa loob ng silid, at umiyak doon."
Genesis,43,31,"Después se lavó la cara y, ya más calmado, salió y ordenó: «¡Sirvan la comida!».","Pagkatapos ay naghilamos siya, lumabas, nagpigil sa sarili, at nagsabi, “Maghain kayo ng pagkain.”"
Genesis,43,32,"A José le sirvieron en un sector, a los hermanos en otro, y en otro más a los egipcios que comían con José. Los egipcios no comían con los hebreos porque, para los habitantes de Egipto, era una abominación.","Kanilang hinainan siya nang bukod, at sila naman ay bukod din, at ang mga Ehipcio na kumakaing kasama niya ay bukod, sapagkat ang mga Ehipcio ay hindi kumakaing kasalo ng mga Hebreo; sapagkat ito ay kasuklamsuklam sa mga Ehipcio."
Genesis,43,33,"Los hermanos de José estaban sentados frente a él, de mayor a menor, y unos a otros se miraban con asombro.","Sila'y umupo sa harapan niya, ang panganay ayon sa kanyang pagkapanganay, at ang bunso ayon sa kanyang pagkabunso. At ang mga lalaki ay nagtinginan sa isa't isa na may pagkamangha."
Genesis,43,34,"Las porciones eran servidas desde la mesa de José, pero a Benjamín se le servían porciones cinco veces más grandes que a los demás. En compañía de José, todos bebieron y se alegraron.","Mula sa hapag ni Jose ay dinalhan sila ng mga pagkain, subalit ang pagkain ni Benjamin ay limang ulit na mas marami kaysa alinman sa kanila. Kaya't sila'y nag-inuman at nagkatuwaang kasama niya."
Genesis,44,1,"Más tarde, José ordenó al mayordomo de su casa: «Llena con todo el alimento que les quepa los costales de estos hombres y pon en sus bolsas el dinero de cada uno de ellos.","Iniutos niya sa katiwala ng kanyang bahay, “Punuin mo ng mga pagkain ang mga sako ng mga lalaking ito, hangga't madadala nila, at ilagay ang salapi ng bawat isa sa ibabaw ng kanyang sako."
Genesis,44,2,"Luego mete mi copa de plata en la bolsa del hermano menor, junto con el dinero que pagó por el alimento». Y el mayordomo hizo todo lo que José ordenó.","Ilagay mo ang aking kopang pilak sa ibabaw ng sako ng bunso, at ang kanyang salapi para sa trigo.” Ginawa niya ang ayon sa sinabi ni Jose."
Genesis,44,3,"A la mañana siguiente, muy temprano, los hermanos de José fueron enviados de vuelta, junto con sus asnos.","Nang nagliliwanag na ang umaga, isinugo na ang mga lalaki, kasama ang kanilang mga asno."
Genesis,44,4,"Todavía no estaban muy lejos de la ciudad cuando José dijo al mayordomo de su casa: «¡Anda! ¡Persigue a esos hombres! Cuando los alcances, diles: “¿Por qué me han pagado mal por bien?","Nang sila'y makalabas na sa bayan, at hindi pa sila nakakalayo, sinabi ni Jose sa katiwala ng kanyang bahay, “Bumangon ka, habulin mo ang mga lalaki, at kapag sila'y inabutan mo, ay sabihin mo sa kanila, ‘Bakit ginantihan ninyo ng kasamaan ang kabutihan? Bakit ninyo ninakaw ang aking kopang pilak?"
Genesis,44,5,¿Por qué han robado la copa que usa mi señor para beber y para interpretar señales? ¡Esto que han hecho está muy mal!”».,"Hindi ba ito ang kopang iniinuman ng aking panginoon, at sa pamamagitan nito siya ay nanghuhula? Kayo'y gumawa ng masama sa paggawa ng ganyan.’”"
Genesis,44,6,"Cuando el mayordomo los alcanzó, les repitió esas mismas palabras.","Nang kanyang abutan sila, kanyang sinabi sa kanila ang mga salitang ito."
Genesis,44,7,"Pero ellos respondieron: —¿Por qué nos dice usted tales cosas, mi señor? ¡Lejos sea de nosotros actuar de esa manera!","Kanilang sinabi sa kanya, “Bakit sinabi ng aking panginoon ang mga salitang ito? Malayong gagawa ang iyong mga lingkod ng ganyang bagay."
Genesis,44,8,"Es más, nosotros trajimos de vuelta de Canaán el dinero que habíamos pagado, pero que encontramos en nuestras bolsas. ¿Por qué, entonces, habríamos de robar oro o plata de la casa de su señor?","Tingnan mo, ang salapi na aming natagpuan sa ibabaw ng aming mga sako ay aming isinauli sa iyo mula sa lupain ng Canaan. Paano naming mananakaw ang pilak at ginto sa bahay ng iyong panginoon?"
Genesis,44,9,"Si se encuentra la copa en poder de alguno de nosotros, que muera el que la tenga, y el resto de nosotros seremos esclavos de mi señor.","Maging kanino man ito matagpuan sa iyong mga lingkod, siya ay mamatay, at pati kami ay magiging alipin ng aming panginoon.”"
Genesis,44,10,"—Está bien —respondió el mayordomo—, se hará como ustedes dicen, pero solo el que tenga la copa en su poder será mi esclavo; el resto de ustedes quedará libre de todo cargo.","Kanyang sinabi, “Mangyari ayon sa inyong mga salita; maging kanino man ito matagpuan ay magiging aking alipin; at kayo'y pawawalang-sala.”"
Genesis,44,11,Enseguida cada uno de ellos bajó al suelo su bolsa y la abrió.,"Nang magkagayo'y nagmadali sila, ibinaba ng bawat isa ang kanyang sako sa lupa, at binuksan ng bawat isa ang kanyang sako."
Genesis,44,12,"El mayordomo revisó cada bolsa, comenzando con la del hermano mayor y terminando con la del menor. ¡Y encontró la copa en la bolsa de Benjamín!","Kanyang sinaliksik, simula sa panganay hanggang sa bunso, at natagpuan ang kopa sa sako ni Benjamin."
Genesis,44,13,"Al ver esto, los hermanos de José se rasgaron las vestiduras en señal de duelo y, luego de cargar sus asnos, volvieron a la ciudad.","Kaya't kanilang pinunit ang kanilang mga suot, at kinargahan ng bawat isa ang kanyang asno, at bumalik sa bayan."
Genesis,44,14,Todavía estaba José en su casa cuando llegaron Judá y sus hermanos. Entonces se postraron rostro en tierra,"Nang si Juda at ang kanyang mga kapatid ay dumating sa bahay ni Jose, siya'y nandoon pa, at sila'y nagpatirapa sa lupa sa harapan niya."
Genesis,44,15,y José dijo: —¿Qué manera de portarse es esta? ¿Acaso no saben que un hombre como yo puede interpretar señales?,"Sinabi ni Jose sa kanila, “Ano itong ginawa ninyo? Hindi ba ninyo nalalaman na ang isang taong gaya ko ay makapanghuhula?”"
Genesis,44,16,"—¡No sabemos qué decirle, mi señor! —contestó Judá—. ¡No hay excusa que valga! ¿Cómo podemos demostrar nuestra inocencia? Dios ha puesto al descubierto la maldad de sus siervos. Aquí nos tiene usted: somos sus esclavos, nosotros y el que tenía la copa.","Sinabi ni Juda, “Anong aming sasabihin sa aming panginoon? Anong aming sasalitain? O paanong kami ay makakapangatuwiran? Natagpuan ng Diyos ang kasamaan ng iyong mga lingkod. Narito, kami ay mga alipin ng aming panginoon, kami pati na ang kinatagpuan ng kopa.”"
Genesis,44,17,"—¡Jamás podría yo actuar de ese modo! —respondió José—. Solo será mi esclavo el que tenía la copa en su poder. En cuanto a ustedes, regresen tranquilos a la casa de su padre.","At kanyang sinabi, “Malayo nawa sa akin ang gumawa nito; ang taong kinatagpuan ng kopa ay siyang magiging aking alipin, at kayo ay umuwing may kapayapaan sa inyong ama.” Nakiusap si Juda para kay Benjamin"
Genesis,44,18,"Entonces Judá se acercó a José para decirle: —Mi señor, no se enoje usted conmigo, pero le ruego que me permita hablarle en privado. Usted es tan importante como el faraón.","Nang magkagayo'y lumapit si Juda sa kanya, at sinabi, “O panginoon ko, pahintulutan mo ang iyong lingkod na magsalita sa pandinig ng aking panginoon, at huwag nawang magningas ang iyong galit laban sa iyong lingkod, sapagkat ikaw ay kagaya ng Faraon."
Genesis,44,19,"Cuando mi señor nos preguntó si todavía teníamos un padre o algún otro hermano,","Tinanong ng aking panginoon ang kanyang mga lingkod, na sinasabi, ‘Kayo ba'y mayroong ama o kapatid?’"
Genesis,44,20,"nosotros contestamos que teníamos un padre anciano y un hermano que le nació a nuestro padre en su vejez. Nuestro padre quiere muchísimo a este último porque es el único que le queda de la misma madre, ya que el otro murió.","At aming sinabi sa aking panginoon, ‘Kami ay may ama, isang matanda, at isang anak sa kanyang katandaan, at ang kanyang kapatid ay patay na, at siya lamang ang naiwan ng kanyang ina, at minamahal siya ng kanyang ama.’"
Genesis,44,21,»Entonces usted nos obligó a traer a este hermano menor para conocerlo.,"Sinabi mo sa iyong mga lingkod, ‘Dalhin ninyo siya sa akin, upang makita ko siya.’"
Genesis,44,22,"Nosotros le dijimos que el joven no podía dejar a su padre porque, si lo hacía, seguramente su padre moriría.","Aming sinabi sa aking panginoon, ‘Hindi maiiwan ng bata ang kanyang ama, at kung iiwan niya ang kanyang ama, ang kanyang ama ay mamamatay.’"
Genesis,44,23,"Pero usted insistió y nos advirtió que, si no traíamos a nuestro hermano menor, nunca más seríamos recibidos en su presencia.","At sinabi mo sa iyong mga lingkod, ‘Kapag ang bunso ninyong kapatid ay hindi bumabang kasama ninyo, hindi na ninyo ako makikitang muli.’"
Genesis,44,24,"Entonces regresamos adonde vive mi padre, su siervo, y le informamos de todo lo que usted nos había dicho.","Nang kami'y bumalik sa iyong lingkod na aking ama, aming sinabi sa kanya ang mga salita ng aking panginoon."
Genesis,44,25,»Tiempo después nuestro padre nos dijo: “Vuelvan otra vez a comprar un poco de alimento”.,"Nang sinabi ng aming ama, ‘Pumaroon kayong muli; bumili kayo ng kaunting pagkain para sa atin,’"
Genesis,44,26,"Nosotros contestamos: “No podemos ir si nuestro hermano menor no va con nosotros. No podremos presentarnos ante hombre tan importante, a menos que nuestro hermano menor nos acompañe”.","ay aming sinabi, ‘Hindi kami makakababa. Kung ang aming bunsong kapatid ay kasama namin, ay bababa kami. Sapagkat hindi namin makikita ang mukha ng lalaking iyon, malibang ang aming bunsong kapatid ay kasama namin.’"
Genesis,44,27,"»Mi padre, su siervo, respondió: “Ustedes saben que mi esposa me dio dos hijos.","Sinabi ng iyong lingkod na aming ama sa amin, ‘Nalalaman ninyo na ang aking asawa ay nagkaanak sa akin ng dalawang lalaki;"
Genesis,44,28,Uno desapareció de mi lado y no he vuelto a verlo. Con toda seguridad fue despedazado por las fieras.,"ang isa'y umalis sa akin, at aking sinabi, tiyak na siya'y nilapa; at hindi ko na siya nakita mula noon."
Genesis,44,29,"Si también se llevan a este y le pasa alguna desgracia, harán descender mis canas con tristeza a la sepultura”.","Kung inyong kukunin pa ang isang ito sa akin, at may mangyaring sakuna sa kanya, ay inyong ibababa ang aking uban sa Sheol na may kapanglawan.’"
Genesis,44,30,"»Así que si yo regreso a mi padre, su siervo, y el joven, cuya vida está tan unida a la de mi padre, no regresa con nosotros,","Kaya't ngayon, kung ako'y dumating sa iyong lingkod na aking ama, at ang bata ay hindi namin kasama, yamang ang kanyang buhay ay nakatali sa buhay ng batang iyan;"
Genesis,44,31,seguramente mi padre morirá al no verlo y nosotros seremos los culpables de que las canas de nuestro padre desciendan con tristeza a la sepultura.,"kapag kanyang nakitang ang bata ay di kasama, siya ay mamamatay at ibababa ng inyong mga lingkod ang mga uban ng iyong lingkod na aming ama sa Sheol na may kapanglawan."
Genesis,44,32,"Este siervo suyo quedó ante mi padre como responsable del joven. Le dije: “Si no te lo devuelvo, padre mío, seré culpable ante ti toda mi vida”.","Sapagkat ang iyong lingkod ang siyang naging panagot sa bata sa aking ama, na nagsasabi, ‘Kapag hindi ko siya dinala sa iyo, papasanin ko ang sisi ng aking ama magpakailanman.’"
Genesis,44,33,"»Por eso, permita usted que yo me quede como esclavo suyo en lugar de mi hermano menor y que él regrese con sus hermanos.","Kaya't ngayon, hinihiling ko na ipahintulot mo na ang iyong lingkod ang maiwan bilang isang alipin sa aking panginoon sa halip na ang bata at iyong ipahintulot na ang bata ay umahong kasama ng kanyang mga kapatid."
Genesis,44,34,¿Cómo podré volver junto a mi padre si mi hermano menor no está conmigo? ¡No soy capaz de ver la desgracia que le sobrevendrá a mi padre!».,Sapagkat paano ako makakapunta sa aking ama kung ang bata'y hindi kasama? Takot akong makita ang kasamaang darating sa aking ama.”
Genesis,45,1,"José ya no pudo controlarse delante de sus servidores, así que ordenó: «¡Que salgan todos de mi presencia!». Y ninguno de ellos quedó con él. Cuando se dio a conocer a sus hermanos,","Kaya't hindi nakapagpigil si Jose sa harapan ng mga nakatayo sa tabi niya, at siya ay sumigaw, “Paalisin ninyo ang lahat ng tao sa aking harapan.” Kaya't walang taong nakatayo sa harapan niya nang si Jose ay magpakilala sa kanyang mga kapatid."
Genesis,45,2,comenzó a llorar tan fuerte que los egipcios se enteraron y la noticia llegó hasta la casa del faraón.,"Siya'y umiyak nang malakas, at ito ay narinig ng mga Ehipcio at ng sambahayan ng Faraon."
Genesis,45,3,—Yo soy José —declaró a sus hermanos—. ¿Vive todavía mi padre? Pero ellos estaban tan pasmados que no atinaban a contestarle.,"Sinabi ni Jose sa kanyang mga kapatid, “Ako'y si Jose. Buháy pa ba ang aking ama?” Ang kanyang mga kapatid ay hindi makasagot sa kanya, sapagkat sila'y nanginig sa kanyang harapan."
Genesis,45,4,"No obstante, José insistió: —¡Acérquense! Cuando ellos se acercaron, él añadió: —Yo soy José, el hermano de ustedes, a quien vendieron a Egipto.","Kaya't sinabi ni Jose sa kanyang mga kapatid, “Lumapit kayo sa akin.” At sila'y lumapit, at kanyang sinabi, “Ako'y si Jose na inyong kapatid, na inyong ipinagbili upang dalhin sa Ehipto."
Genesis,45,5,"Pero ahora, por favor no se aflijan más ni se reprochen el haberme vendido, pues en realidad fue Dios quien me mandó delante de ustedes para salvar vidas.",Ngayon huwag kayong magdalamhati o magalit sa inyong mga sarili sapagkat ako'y ipinagbili ninyo rito; sapagkat sinugo ako ng Diyos na una sa inyo upang magligtas ng buhay.
Genesis,45,6,Desde hace dos años la región está sufriendo de hambre y todavía faltan cinco años más en que no habrá siembras ni cosechas.,Sapagkat ang taggutom ay dalawang taon na sa lupain; at limang taon pang hindi magkakaroon ng pagbubukid o pag-aani man.
Genesis,45,7,Por eso Dios me envió delante de ustedes: para salvarles la vida de manera extraordinaria y de ese modo asegurarles descendencia sobre la tierra.,Sinugo ako ng Diyos na una sa inyo upang magpanatili para sa inyo ng mga matitira sa daigdig at upang panatilihing buháy para sa inyo ang maraming nakaligtas.
Genesis,45,8,"Fue Dios quien me envió aquí, no ustedes. Él me ha puesto como asesor del faraón y administrador de su casa, y como gobernador de todo Egipto.","Kaya't hindi kayo ang nagsugo sa akin dito, kundi ang Diyos, at ginawa niya ako bilang ama kay Faraon, at bilang panginoon sa kanyang buong bahay, at tagapamahala ng buong lupain ng Ehipto."
Genesis,45,9,"¡Vamos, apúrense! Vuelvan a la casa de mi padre y díganle: “Así dice tu hijo José: ‘Dios me ha hecho administrador de todo Egipto. Ven a verme. No te demores.","Magmadali kayo at pumunta kayo sa aking ama, at sabihin ninyo sa kanya, ‘Ganito ang sabi ng iyong anak na si Jose: Ginawa ako ng Diyos na panginoon sa buong Ehipto, pumarito ka sa akin, huwag kang magtagal."
Genesis,45,10,"Vivirás en la región de Gosén, cerca de mí, con tus hijos, tus nietos, tus ovejas, tus vacas y todas tus posesiones.","Ikaw ay maninirahan sa lupain ng Goshen, at malalapit ka sa akin, ikaw at ang iyong mga anak, ang mga anak ng iyong mga anak, ang iyong mga kawan, mga bakahan, at ang iyong buong pag-aari."
Genesis,45,11,"Yo les proveeré alimento allí, porque aún quedan cinco años más de hambre. De lo contrario, tú y tu familia, y todo lo que te pertenece, caerán en la miseria’ ”.","At doo'y tutustusan kita, sapagkat may limang taong taggutom pa; baka ikaw, at ang iyong sambahayan, at ang lahat ng iyo ay maging dukha.’"
Genesis,45,12,"Además, ustedes y mi hermano Benjamín son testigos de que yo mismo lo he dicho.","Nakikita ng inyong mga mata at ng mga mata ng aking kapatid na si Benjamin, na ang bibig ko mismo ang nagsasalita sa inyo."
Genesis,45,13,Cuéntenle a mi padre del prestigio que tengo en Egipto y de todo lo que han visto. ¡Pero apúrense y tráiganlo ya!,"Inyong sabihin sa aking ama kung paanong ako'y iginagalang sa Ehipto, at ang lahat ng inyong nakita. Magmadali kayo at dalhin ninyo rito ang aking ama.”"
Genesis,45,14,Y abrazó José a su hermano Benjamín y comenzó a llorar. Benjamín a su vez también lloró abrazado a su hermano José.,"Siya'y humilig sa leeg ng kanyang kapatid na si Benjamin, at umiyak; at si Benjamin ay umiyak sa kanyang leeg."
Genesis,45,15,"Luego José, bañado en lágrimas, besó a todos sus hermanos. Solo entonces se animaron ellos a hablarle.","Kanyang hinagkan ang lahat niyang mga kapatid, at umiyak sa kanila; at pagkatapos ay nakipag-usap sa kanya ang kanyang mga kapatid."
Genesis,45,16,"Cuando llegó al palacio del faraón la noticia de que habían llegado los hermanos de José, tanto el faraón como sus funcionarios se alegraron.","Nang ang ulat ay naibalita sa sambahayan ng Faraon, “Dumating na ang mga kapatid ni Jose,” ito ay minabuti ni Faraon at ng kanyang mga lingkod."
Genesis,45,17,Y el faraón dijo a José: «Ordena a tus hermanos que carguen sus animales y vuelvan a Canaán.,"Sinabi ng Faraon kay Jose, “Sabihin mo sa iyong mga kapatid, ‘Gawin ninyo ito: Kargahan ninyo ang inyong mga hayop, humayo kayo at umuwi sa lupain ng Canaan."
Genesis,45,18,"Que me traigan a su padre y a sus familias. Yo les daré lo mejor de Egipto, y comerán de la abundancia de este país.","Kunin ninyo ang inyong ama at ang inyong mga sambahayan, at pumarito kayo sa akin. Ibibigay ko sa inyo ang pinakamabuti sa lupain ng Ehipto, at inyong tamasahin ang katabaan ng lupain.’"
Genesis,45,19,"»Diles, además, que se lleven carros de Egipto para traer a sus niños y mujeres, y también al padre de ustedes.","Ngayo'y inuutusan ka, ‘Gawin mo ito: kumuha kayo ng mga karwahe sa lupain ng Ehipto para sa inyong mga anak, at sa inyong mga asawa, at kunin ninyo ang inyong ama at kayo'y pumarito."
Genesis,45,20,"No se preocupen por las cosas que tengan que dejar, porque lo mejor de todo Egipto será para ustedes».","Huwag na ninyong alalahanin pa ang inyong pag-aari, sapagkat ang pinakamabuti ng buong lupain ng Ehipto ay sa inyo.’”"
Genesis,45,21,"Así lo hicieron los hijos de Israel. José les proporcionó los carros, como lo había ordenado el faraón, y también les dio provisiones para el viaje.","Ganoon nga ang ginawa ng mga anak ni Israel, at ayon sa sinabi ng Faraon ay binigyan sila ni Jose ng mga karwahe, at ng mababaon sa daan."
Genesis,45,22,"Además, a cada uno dio ropa nueva y a Benjamín entregó trescientas piezas de plata y cinco mudas de ropa.","Sa kanilang lahat ay nagbigay siya ng mga pampalit na bihisan; ngunit kay Benjamin ay nagbigay siya ng tatlong daang pirasong pilak, at limang pampalit na bihisan."
Genesis,45,23,"A su padre envió lo siguiente: diez asnos cargados con lo mejor de Egipto, diez asnas cargadas de grano y pan, además de otras provisiones para el viaje de su padre.","Sa kanyang ama ay nagpadala siya ng ganito: sampung asnong may pasang mabuting mga bagay mula sa Ehipto, at sampung babaing asno na may pasang trigo, tinapay, at pagkain ng kanyang ama sa daan."
Genesis,45,24,"Al despedirse de sus hermanos, José recomendó: «¡No se vayan peleando por el camino!».","Kaya't kanyang pinahayo ang kanyang mga kapatid, at sila'y umalis at kanyang sinabi sa kanila, “Huwag kayong mag-aaway sa daan.”"
Genesis,45,25,"Los hermanos de José salieron de Egipto y llegaron a Canaán, donde residía su padre Jacob.","Sila'y umahon mula sa Ehipto, at dumating sa lupain ng Canaan, kay Jacob na kanilang ama."
Genesis,45,26,"Al llegar dijeron: «¡José vive! ¡Es el gobernador de todo Egipto!». Jacob quedó atónito y no les creía,","Kanilang sinabi sa kanya, “Si Jose ay buháy pa! Sa katunaya'y siya ang pinuno sa buong lupain ng Ehipto.” Siya ay nabigla; hindi siya makapaniwala sa kanila."
Genesis,45,27,"pero ellos le repetían una y otra vez todo lo que José había dicho. Y cuando su padre Jacob vio los carros que José había enviado para llevarlo, se reanimó.","Subalit nang kanilang sabihin sa kanya ang lahat ng mga salita na sinabi ni Jose sa kanila, at nang kanyang makita ang mga karwahe na ipinadala ni Jose upang dalhin siya, ay nanauli ang diwa ni Jacob na kanilang ama."
Genesis,45,28,Entonces exclamó: «¡Con esto me basta! ¡Mi hijo José aún vive! Iré a verlo antes de morirme».,"At sinabi ni Israel, “Sapat na! Si Jose na aking anak ay buháy pa. Dapat akong pumunta at makita siya bago ako mamatay.”"
Genesis,46,1,"Israel emprendió el viaje con todas sus pertenencias. Al llegar a Berseba, ofreció sacrificios al Dios de su padre Isaac.","Kaya't si Israel, dala ang lahat niyang pag-aari ay naglakbay at dumating sa Beer-seba, at doon ay nag-alay ng mga handog sa Diyos ng kanyang amang si Isaac."
Genesis,46,2,Esa noche Dios habló a Israel en una visión: —¡Jacob! ¡Jacob! —Aquí estoy —respondió.,"Ang Diyos ay nagsalita kay Israel sa mga pangitain sa gabi, at sinabi, “Jacob, Jacob.” Sumagot siya, “Narito ako.”"
Genesis,46,3,"—Yo soy Dios, el Dios de tu padre —le dijo—. No tengas temor de ir a Egipto, porque allí haré de ti una gran nación.","Kanyang sinabi, “Ako ang Diyos, ang Diyos ng iyong ama; huwag kang matakot na pumunta sa Ehipto sapagkat doo'y gagawin kitang isang dakilang bansa."
Genesis,46,4,"Yo te acompañaré a Egipto y yo mismo haré que vuelvas. Además, cuando mueras, será José quien te cierre los ojos.","Ako'y pupuntang kasama mo sa Ehipto, at muli rin kitang ibabalik; at isasara ng kamay ni Jose ang iyong mga mata.”"
Genesis,46,5,"Luego Jacob salió de Berseba. Los hijos de Israel hicieron que su padre Jacob, sus hijos y sus mujeres subieran en los carros que el faraón había enviado para trasladarlos.","Kaya't naglakbay si Jacob mula sa Beer-seba at dinala ng mga anak ni Israel si Jacob na kanilang ama, ang kanilang mga anak, at ang kanilang mga asawa, sa mga karwahe na ipinadala ng Faraon kay Jacob."
Genesis,46,6,También se llevaron el ganado y las posesiones que habían adquirido en Canaán. Fue así como Jacob y sus descendientes llegaron a Egipto.,"Kanilang dinala rin ang kanilang mga hayop, ang mga pag-aari na kanilang natamo sa lupain ng Canaan, at dumating sa Ehipto si Jacob at ang lahat ng inapong kasama niya."
Genesis,46,7,"Con él se llevó a todos sus hijos, hijas, nietos y nietas, es decir, a todos sus descendientes.","Ang kanyang mga anak na lalaki at babae, at ang mga anak na lalaki at babae ng kanyang mga anak na kasama niya, at ang kanyang buong binhi ay dinala niya sa Ehipto."
Genesis,46,8,"Estos son los nombres de los israelitas que fueron a Egipto, es decir, Jacob y sus hijos: Rubén, el primogénito de Jacob.","Ito ang mga pangalan ng mga Israelita, si Jacob at ang kanyang mga inapo na dumating sa Ehipto: si Ruben na anak na panganay ni Jacob."
Genesis,46,9,"Los hijos de Rubén: Janoc, Falú, Jezrón y Carmí.","Ang mga anak ni Ruben: sina Hanoc, Fallu, Hesron, at Carmi."
Genesis,46,10,"Los hijos de Simeón: Jemuel, Jamín, Oad, Jaquín, Zojar y Saúl, hijo de una cananea.","Ang mga anak ni Simeon: sina Jemuel, Jamin, Ohad, Jakin, Zohar, at si Shaul na anak ng isang babaing taga-Canaan."
Genesis,46,11,"Los hijos de Leví: Guersón, Coat y Merari.","Ang mga anak ni Levi: sina Gershon, Kohat, at si Merari."
Genesis,46,12,"Los hijos de Judá: Er, Onán, Selá, Fares y Zera. (Er y Onán habían muerto en Canaán). Los hijos de Fares: Jezrón y Jamul.","Ang mga anak ni Juda: sina Er, Onan, Shela, Perez, at si Zera; ngunit sina Er at Onan ay namatay sa lupain ng Canaan. At ang mga anak ni Perez ay sina Hesron at Hamul."
Genesis,46,13,"Los hijos de Isacar: Tola, Fuvá, Job y Simrón.","Ang mga anak ni Isacar: sina Tola, Pua, Job, at si Simron."
Genesis,46,14,"Los hijos de Zabulón: Séred, Elón y Yalel.","Ang mga anak ni Zebulon: sina Sered, Elon, at si Jalel"
Genesis,46,15,"Estos fueron los hijos que Jacob tuvo con Lea en Padán Aram, además de su hija Dina. En total, entre hombres y mujeres eran treinta y tres personas.","(ito ang mga anak ni Lea, na kanyang ipinanganak kay Jacob sa Padan-aram, kabilang dito ang kanyang anak na babaing si Dina. Ang lahat ng kanyang mga anak na lalaki at babae ay tatlumpu't tatlo)."
Genesis,46,16,"Los hijos de Gad: Zefón, Jaguí, Suni, Esbón, Erí, Arodí y Arelí.","Ang mga anak ni Gad: sina Zifion, Hagui, Suni, Ezbon, Eri, Arodi, at si Areli."
Genesis,46,17,"Los hijos de Aser: Imná, Isvá, Isví, Beriá, y su hermana que se llamaba Sera. Los hijos de Beriá: Héber y Malquiel.","Ang mga anak ni Aser: sina Imna, Isva, Isui, Beriah, at Sera na kanilang kapatid na babae; at ang mga anak ni Beriah: sina Eber at Malkiel."
